Key,Key Description,Type,Source,Module
raw,,STRING,,Experimental_Data
aligned,,STRING,,Experimental_Data
processed,,STRING,,Experimental_Data
normalized,,STRING,,Experimental_Data
aggregated,,STRING,,Experimental_Data
