Key,Key Description,Type,Source,Module
transcriptomics,,,,File_Annotations
 proteomics,,,,File_Annotations
 genomics,,,,File_Annotations
 metabolomics,,,,File_Annotations
 lipidomics,,,,File_Annotations
 microbiome,,,,File_Annotations
 cytometry,,,,File_Annotations
 functional study,,,,File_Annotations
